name;operator;city;postcode;street;housenumber;amenity;office;shop;geom
Meine Friseurstube;;;;;;;;hairdresser;0101000020E61000004230FD01C56E23403B1680EB2FCA4A40
;;;;;;;;kiosk;0101000020E6100000B387AC2468FA23400217BF8465C94A40
Café Kompass;;Hamburg;20259;Weidenstieg;24;cafe;;;0101000020E61000005CDE663BF0EB234098E3704111C94A40
Funk Eck;;Hamburg;20149;Hansastraße;;cafe;;;0101000020E610000006A9CAADFFF923409EC59CB179C94A40
;;;;;;;;florist;0101000020E6100000305A91E22D552440B1FB8EE1B1CF4A40
Hamburger Sparkasse;;;;;;bank;;;0101000020E61000001FF46C567D562440F87A5281EECF4A40
Il Nonnino;;Hamburg;22087;Mundsburger Damm;45;restaurant;;;0101000020E6100000A3FEC412200C2440099A852CC1C84A40
DHB Bank;;;;;;bank;;;0101000020E61000001F7DDD335C0624404CF1A77CBEC64A40
Getränkehandel Hubert Losch;;;;;;;;beverages;0101000020E610000062A6ED5F59E923407B13437232CA4A40
Dat Backhus;;Hamburg;20146;Grindelhof;11;;;bakery;0101000020E6100000766F456282F62340F61CA21BABC84A40
Hindukusch;;Hamburg;20146;Grindelhof;;restaurant;;;0101000020E61000002076F05D94F6234048F5E7ECAEC84A40
Inéz;;Hamburg;20146;Grindelhof;;;;hairdresser;0101000020E61000000750429F7EF62340C190D5AD9EC84A40
Mohr & Christ;;Hamburg;;Grindelhof;;;;food;0101000020E6100000934B2DA578F62340D56993799AC84A40
Springer;;Hamburg;20146;Grindelhof;;;;bakery;0101000020E6100000CEA55DF179F62340DF84E74AA9C84A40
Arkadasch;;Hamburg;20146;Grindelhof;17;restaurant;;;0101000020E610000078C201E3CFF623401A8634CFB6C84A40
FON;;Hamburg;20146;Grindelhof;;;;hairdresser;0101000020E6100000936236B7F8F6234065535337BCC84A40
Enten-Apotheke;Annette Runge-Kamp;Hamburg;20146;Grindelallee;88-90;pharmacy;;;0101000020E6100000C83BD1BF6EF62340684293C492C84A40
Text und Töne;;Hamburg;20146;Grindelallee;;;;books;0101000020E610000076B7FCD181F623405EBAEE528FC84A40
Muji;;Hamburg;20354;Große Bleichen;31;;;department_store;0101000020E61000005A71602816FA23401BBA7E66B5C64A40
Schanzenbäckerei;;;;;;;;bakery;0101000020E6100000C0C9DBB694F823409254F0259EC64A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E6100000C4318111EAF823405BC52CC59FC64A40
Euro Vita Fischspezialitäten;;;;;;;;seafood;0101000020E6100000E496A0D0FCEB23403050AD1974C94A40
Frischmarkt;;;;;;;;convenience;0101000020E6100000A986FD9E588F244075AE282504BC4A40
nahkauf;;Hamburg;22395;Heegbarg;89d;;;supermarket;0101000020E61000009A2BDE23F6302440A2E3B4F171D44A40
Peters Hähnchengrill;;Hamburg;22307;Fuhlsbüttler Straße;226;fast_food;;;0101000020E61000000176244D72162440C9A8D7D248CC4A40
Audi Elbvororte;;;;;;;;car_repair;0101000020E61000000BBEC4B35FBE23400E6F319AF0CA4A40
Commerzbank;Commerzbank;;;;;bank;;;0101000020E6100000207B624271F8234089B3C7B02FCB4A40
Balzac Coffee;;;;;;cafe;;;0101000020E6100000CCE20F502BFA2340BF79BB6FC6CB4A40
Goerne-Apotheke;;;20249;Goernestraße;;pharmacy;;;0101000020E6100000A8B8605FA1F9234088AC246882CB4A40
Aquarius-Apotheke;;Hamburg;20249;Eppendorfer Landstraße;84;pharmacy;;;0101000020E6100000121038B7AEF92340FABB77D498CB4A40
Toucan Reisen;;Hamburg;22085;Grillparzerstraße;47;;;travel_agency;0101000020E61000000AF65FE7A609244013E04FE850CA4A40
Lidl;;Hamburg;22307;Fuhlsbüttler Straße;;;;supermarket;0101000020E6100000988BF84ECC1624404725D0BB0CCC4A40
Budni;;Hamburg;22305;Fuhlsbüttler Straße;107-109;;;chemist;0101000020E61000007C8F4479301724408F8EAB915DCB4A40
Rossmann;Dirk Rossmann GmbH;Hamburg;22307;Fuhlsbüttler Straße;184;;;chemist;0101000020E610000043DD51ADCF16244069FA360E06CC4A40
Budnikowsky;;Hamburg;22307;Fuhlsbüttler Straße;;;;chemist;0101000020E610000077723C5574162440448EAD6708CC4A40
Antaky Ali;;;;;;fast_food;;;0101000020E610000017A7B5C425FE23402109FB7612CC4A40
Budnikowsky;;;;;;;;chemist;0101000020E61000000985AD7E11F92340166D8E739BCB4A40
Budnikowsky;;;;;;;;chemist;0101000020E6100000752B3A483EF923401C66C3F583CB4A40
Schweinske;;;;;;restaurant;;;0101000020E61000001E8EAED2DDE923403C2BB35252C64A40
Hamburg-Floristik;;Hamburg;22307;Fuhlsbüttler Straße;182;;;florist;0101000020E6100000EBEEF08DD7162440430F6BE0FDCB4A40
Hamburger Sparkasse;Hamburger Sparkasse;Hamburg;20148;Mittelweg;157;bank;;;0101000020E61000008C9FC6BDF9FD2340E85C401EB0C84A40
odds and ends;;Hamburg;20146;Grindelhof;;;;shoes;0101000020E6100000100AA58A3DF72340A14CA3C9C5C84A40
Plattenrille;;Hamburg;20146;Grindelhof;;;;music;0101000020E61000002D7DE882FAF6234074113A43CCC84A40
Netto City;;Hamburg;20146;Grindelhof;;;;supermarket;0101000020E61000006C01EB820BF723402258552FBFC84A40
Doris' Diner;;Hamburg;20146;Grindelhof;43;restaurant;;;0101000020E6100000AA1A738D85F72340B50309E5D8C84A40
L'Espresso Bar;;Hamburg;20146;Grindelhof;45;cafe;;;0101000020E6100000D6A99784B0F723404585EAE6E2C84A40
Katharina's Feinkostladen;;Hamburg;20146;Grindelhof;61;;;convenience;0101000020E6100000DDA799A4E8F72340A2CCABDFF1C84A40
Casa Mia;;Hamburg;20146;Grindelhof;65;restaurant;;;0101000020E6100000B4DEB941FEF7234051114CDAF9C84A40
Antonios Eis-Cafe;;;;;;cafe;;;0101000020E61000000B43E4F4F508244006FC7502F5D14A40
ServiceStore DB;Deutsche Bahn;Hamburg;20357;Dänenweg;1;;;kiosk;0101000020E610000074AD07DD6FEE2340BA8B8BFE2BC84A40
Insel;;Hamburg;20354;Alsterufer;;restaurant;;;0101000020E6100000CE908543CAFE23404F1D50DB2BC84A40
Sahlings Gasthaus;;;;;;restaurant;;;0101000020E6100000E5AAC31BE3E823408593D9C5D9B94A40
Bruzzelhütte;;Hamburg;21073;Bremer Straße;239;fast_food;;;0101000020E6100000FC97FFEB37EA234063D3EF671DB94A40
Stöcken;;;;;;;;fish;0101000020E6100000A59D3F129BD0234081796DDB9CCB4A40
Penny;;;;;;;;supermarket;0101000020E61000001F8FCF1A72C623401FD72BD1FECC4A40
Lokma;;;;Susannenstraße;;restaurant;;;0101000020E6100000F984ECBC8DED23400268942EFDC74A40
Il Gelato;;;;;;cafe;;;0101000020E6100000939F9E888FFD2340B6CF74C0BFC84A40
Marktkauf;;;;;;;;supermarket;0101000020E61000005083B3A558072440AF05627E13D34A40
Smileys;;;;;;fast_food;;;0101000020E6100000995A006432062440562E54FEB5D24A40
Cafè Dilo;;;;;;cafe;;;0101000020E6100000565DD1F764F72340622530E763C84A40
Ibo;;;;;;fast_food;;;0101000020E61000001CA08F8D9BF9234019F4948BE7CB4A40
;;;;;;;;vacant;0101000020E6100000AC68BD29F6F9234048307A13E8CB4A40
Eis-Café-Höft;;Hamburg;22175;Bramfelder Chaussee;384;cafe;;;0101000020E6100000C346FE05272B2440A3B1F677B6CF4A40
Kouros;;Hamburg;20099;An der Alster;28;restaurant;;;0101000020E6100000732D5A80B6052440A6D4CA29A6C74A40
Commerzbank;Commerzbank;;;;;bank;;;0101000020E6100000BB08F8DAD8FD23400D9FBEAFDBC84A40
Balzac;;Hamburg;20148;Mittelweg;130;cafe;;;0101000020E6100000F1A4E0849DFD23400E501A6A14C94A40
Deutsche Bank;Deutsche Bank;Hamburg;20148;Mittelweg;;bank;;;0101000020E610000069345E5F90FD2340FE27243E1CC94A40
Mama Trattoria;;Hamburg;20148;Mittelweg;;restaurant;;;0101000020E6100000AFDD2C149FFD2340653E7B890CC94A40
Block House;;Hamburg;20148;Mittelweg;;restaurant;;;0101000020E61000004DF6CFD380FD23407DD7FBE82FC94A40
Home Flowers;;;;;;;;florist;0101000020E61000000CA9EC05B0022440965753FE5AC74A40
;;;;;;;;kiosk;0101000020E6100000B4869C082C0A244011429B77F7D14A40
Café du passage;;Hamburg;22299;Lattenstieg;4;cafe;;;0101000020E6100000B43ADE89FEFD234027D016C6CCCC4A40
;;Hamburg;22395;Heegbarg;89;;;Schiffszimmerergenossenschaft;0101000020E6100000AA25C22BEE3024407D0C569C6AD44A40
Vollstädt;;;;;;;;bakery;0101000020E6100000D8BEDB172B092440B8E22C36F7D14A40
;;;;;;;;kiosk;0101000020E61000005C24480092082440BAD7EEC3E6D14A40
Ahorn Apotheke;;Hamburg;22547;Luruper Hauptstraße;176;pharmacy;;;0101000020E6100000B6728AE99DBD23403D388E0EFECB4A40
Imbiss Freibad Neu Wulmstorf;;;;;;fast_food;;;0101000020E6100000A155C1035E9D23400CAAB294D1BA4A40
;;Hamburg;22395;Heegbarg;89 a;;;tailor;0101000020E6100000BC348F0DEE302440100874266DD44A40
Hamburger Sparkasse;Hamburger Sparkasse;Hamburg;22391;Heegbarg;42;bank;;;0101000020E610000088A647AEF62F2440DD798780E8D34A40
;;Hamburg;22391;Heegbarg;36;doctors;;;0101000020E61000006AFD2D01F82F24407615F7C4DFD34A40
Blockhouse;;Hamburg;22391;Heegbarg;32;restaurant;;;0101000020E6100000B19AF8B4D42F244038CEB74FD8D34A40
Esanelle;;Hamburg;22391;Heegbarg;34;;;hairdresser;0101000020E6100000EEC15A6BDE2F2440AE20BC2CDCD34A40
Commerzbank;Commerzbank;Hamburg;22391;Heegbarg;38 - 40;bank;;;0101000020E6100000CECD925BEE2F24409821E92EE4D34A40
DB ServiceStore;;;;;;;;kiosk;0101000020E6100000971E4DF564D623406BAD1EE681CB4A40
Paracelsus-Apotheke;;Hamburg;20144;Grindelberg;88;pharmacy;;;0101000020E6100000507B00416FF42340FEA25FB6F8C94A40
Nur Hier;;;;;;;;bakery;0101000020E6100000C6E9DACD42FD2340C265BA7C90C64A40
HCV GmbH;;;;;;;;car;0101000020E610000059AC3CDC69D62340968CADB195CB4A40
;;;;;;;;books;0101000020E610000041AA17320DFD2340BFCB56A87FC64A40
Thalia;;;;;;;;books;0101000020E61000004AFBD5D292FD2340A76A717CA3C64A40
zeilenreich;;;;;;;;vacant;0101000020E610000099AC40E378FC2340B1B4424761C64A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E610000003D2FE0758DB234065ED4A2602C74A40
Penny;;Hamburg;22765;Bahrenfelder Straße;147;;;supermarket;0101000020E61000008E2F90566BDB234077D377C8DEC64A40
Köz Urfa;Dogan Öztürk;Hamburg;;Paul-Nevermann-Platz;2-4;fast_food;;;0101000020E61000003E91CC8F64DF23405907F64EBBC64A40
Edeka;;;;;;;;supermarket;0101000020E61000008FD662015DDD2340F47810F1C5C64A40
Jacques' Wein-Depot;;;;;;;;wine;0101000020E610000056478E7406FA2340BBDB508C87C94A40
Netto;;;;;;;;supermarket;0101000020E6100000523B0D62B1B72340C1875CBA93CC4A40
Pan;;;;;;cafe;;;0101000020E6100000F8B30EFDC9F623408CC1C3B46FC64A40
Easy Croque;;Hamburg;20535;Marienthaler Straße;148;fast_food;;;0101000020E6100000E02F664B561D24401BA3755435C84A40
Kaffeewelt;Guttempler;;;;;cafe;;;0101000020E610000037853A51B708244076824765D4C64A40
B. Neumann;;Hamburg;22395;Heegbarg;81a;;;hairdresser;0101000020E61000008339D5B551302440D717096D39D44A40
Witthüs;;Hamburg;22587;Elbchaussee;499a;restaurant;;;0101000020E61000004AB9FB1C1FA5234046EEE9EA8EC74A40
Hammerbaum Apotheke;;Hamburg;20537;Hammer Landstraße;8;pharmacy;;;0101000020E61000002326F26E761524405073F22213C74A40
Daube;;Hamburg;22081;Dehnhaide;6;;;bakery;0101000020E6100000AF21DD747015244090D552E520CA4A40
Oli Kiosk;;;;;;;;convenience;0101000020E61000004EE7D4DF5CBD2340864CE8E4FBCB4A40
Edeka;;Hamburg;21035;Fleetplatz;2-4;;;supermarket;0101000020E61000000D25EE0CAE5024409605B8C5A1BE4A40
Lenz;;Hamburg;22397;Poppenbütteler Chaussee;3;restaurant;;;0101000020E6100000C46E8E290E3624402F62E98DA4DA4A40
Wandsbeker Apotheke;;Hamburg;22041;Wandsbeker Marktstraße;46;pharmacy;;;0101000020E6100000DAD9A1ABBE202440FC2CE0AF13C94A40
Lerche im Alstertal;;Hamburg;22397;Poppenbütteler Chaussee;1;;;toys;0101000020E61000000F87003B92362440E2575128B0DA4A40
Sonnen-Apotheke;;;;;;pharmacy;;;0101000020E61000009E730179C03624402FDE3422BDDA4A40
Fahrrad Löwe;;Hamburg;22089;Wandsbeker Chaussee;13;;;bicycle;0101000020E61000007E9EF5DF39122440EECFEA8953C84A40
Pütz Security AG;;;;;;;company;;0101000020E610000080D93D7958EC2340A9CE5955E5C54A40
Marien Apotheke;;Hamburg;22087;Lübecker Straße;74;pharmacy;;;0101000020E6100000B61C435B290F24403E5C1723B7C74A40
Aldi;ALDI GmbH & Co. KG;Hamburg;20259;Eimsbütteler Chaussee;85;;;supermarket;0101000020E6100000437D2656A1E8234053222EA5D3C84A40
Neue Eilbeker Apotheke;;Hamburg;22089;Wandsbeker Chaussee;121;pharmacy;;;0101000020E610000005943C8D6A172440AB2FA6F4A7C84A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E6100000B26A10E6769F23408DA262F778C24A40
Horner Shop & Coffee;A. Kayhan;;;;;;;kiosk;0101000020E6100000CD8B5DEC072224407F53B36213C74A40
Lunch House;;Hamburg;20097;Hammerbrookstraße;47;restaurant;;;0101000020E6100000D6390664AF0B24406F4BE48233C64A40
Cosmos;;Hamburg;22765;Spritzenplatz;12;restaurant;;;0101000020E61000007A77BF65A9DC23400DBD0F5196C64A40
Kypros;;Hamburg;;Spritzenplatz;18;restaurant;;;0101000020E6100000785ECF7C73DC2340D95CDA159FC64A40
Juli;;Hamburg;20357;Schulterblatt;114;cafe;;;0101000020E610000067C3503D88EB234051210D5D3FC84A40
hin & veg;;Hamburg;20357;Schulterblatt;16;restaurant;;;0101000020E61000006FC5B42561ED2340FD5E549CB4C74A40
Joeys Pizza;;Hamburg;22767;Jessenstraße;10;fast_food;;;0101000020E6100000669F6C6F5CE32340AB7CCF4884C64A40
;;;;;;;;convenience;0101000020E61000004DB8FC2C3BE123405E9AC70677C74A40
Max Backshop;;;;;;;;bakery;0101000020E61000003A121E238FE22340AE64C74620C74A40
Schanzen Bäckerei;;;;;;;;bakery;0101000020E61000009CD88D8873E623409A7741E9B0C54A40
B-Store;;;;;;;;kiosk;0101000020E61000008501953B7D1624400F852A9034CB4A40
Blumenladen in Bergstedt;Corinna Ebert;;;;;;;florist;0101000020E610000012E62CA2DC402440A7DE09ACD2D54A40
Barmbeker Kiosk;;;;;;;;kiosk;0101000020E610000022A98592C915244038F2E5AA1ECB4A40
Zur Gondel;;;;Kaemmererufer;25;restaurant;;;0101000020E6100000F3CD3637A60F244048270120DDCA4A40
Pho Hanoi;;;;;;restaurant;;;0101000020E61000004C6CE3F49A132440BD13FDEB26CB4A40
Kentauros;;Hamburg;22305;Wiesendamm;41;restaurant;;;0101000020E61000005A1135D1E7132440EE19D35D23CB4A40
Haar Ideen;;;;;;;;hairdresser;0101000020E61000009C5C42F45A132440DB2CA8B926CB4A40
Änderungsschneiderei;;;;;;;;tailor;0101000020E6100000C8597D1A9C15244055EBB3B920CB4A40
Eißendorfer Kiosk;;;;;;;;kiosk;0101000020E61000001B7222B028EF23400A0ACDBFA7BA4A40
Bauerberg Apotheke;;Hamburg;22111;Horner Landstraße;200;pharmacy;;;0101000020E6100000064CE0D6DD2824409EDE7B6E57C64A40
Fahrrad Pagels;;Hamburg;22111;Horner Landstraße;191;;;bicycle;0101000020E6100000AC1DC539EA282440633FD53263C64A40
Edeka;;;;;;;;convenience;0101000020E6100000300F3E39AFEE2340FB12E0AAA1BA4A40
Aldi;;;;;;;;supermarket;0101000020E61000004A9FB18A92072440D12D2A98E7D24A40
Taj Mahal;;Hamburg;20537;Borstelmannsweg;145;fast_food;;;0101000020E61000002CF52C08E5192440590053060EC64A40
Bich Ngoc;;;;Spadenteich;4-5;restaurant;;;0101000020E6100000CAC8B491460424409965F44828C74A40
Cafe Westwind;;Hamburg;;Spadenteich;1;cafe;;;0101000020E6100000EABC7CA1360424400FD8D5E429C74A40
Thai Food;;;;;;restaurant;;;0101000020E610000011644EE152F72340021B6BDA20C64A40
Casa Rita;;;;;;restaurant;;;0101000020E6100000DC44D2133BF72340C087010121C64A40
Rialto;;Hamburg;20459;Michaelisbrücke;3;restaurant;;;0101000020E61000007D957CEC2EF823404F8EA78A4EC64A40
Erste Liebe Bar;;;;;;bar;;;0101000020E61000009C08D11044F823405CCCCF0D4DC64A40
Marinehof;;;;;;restaurant;;;0101000020E61000003DCAD2985AF82340FEC9CE914BC64A40
;;;;;;;;farm;0101000020E610000075F4AE3033862340D193D7EF2ECE4A40
Panormama-Apotheke;;;;;;pharmacy;;;0101000020E6100000CB49287D21F823406308A5D4CABA4A40
La Granja;;Hamburg;21077;Bremer Straße;343;restaurant;;;0101000020E6100000EDA419E65FDE2340C0A78306ACB74A40
Ashoka;;Hamburg;20359;Budapester Straße;25;restaurant;;;0101000020E6100000DA1EBDE13EEE2340A97AE871CEC64A40
Christoph Nies Cycles;;;;;;;;bicycle;0101000020E6100000B6A0F7C610E82340A6F5B704E0C74A40
Kleiner Fahrradladen;Jörg Lorenz;;;;;;;bicycle;0101000020E61000001011ED1978E82340A2783AFCDAC74A40
Louis Verkauf ab Lager Hamburg;;Hamburg;20537;Süderstraße;129;;;motorcycle;0101000020E6100000439660CCF11124401A4E3EE2FCC54A40
Citroën Commerce Niederlassung;;;;;;;;car;0101000020E6100000090907318614244063EA533310C64A40
HR engineering;Henryk F. Redmann;;;;;;;motorcycle;0101000020E6100000F64F262488192440FC6FCA81C3C54A40
Gravis;;Hamburg;20146;Grindelallee;;;;computer;0101000020E61000009697FC4FFEF62340B6FBB03962C84A40
Wohlthat'sche Buchhandlung;;Hamburg;20146;Grindelallee;42;;;books;0101000020E6100000B3CA96F617F72340FBCC599F72C84A40
Cabana;Uwe Christiansen;;;Fischmarkt;6;bar;;;0101000020E6100000F4B74E6DBAE7234081892E5EE2C54A40
REWE;;;;;;;;supermarket;0101000020E6100000C50E1945C5DE2340749E0CE94BCA4A40
Wiwa;;;;;;restaurant;;;0101000020E6100000572F75464A5924402B2625F37EC24A40
Hermes-Apotheke;;Hamburg;22111;Rennbahnstraße;28c;pharmacy;;;0101000020E61000006BB86D84EA2B244056325B0DE4C64A40
Cafe Gnosa;Cafe Gnosa Betriebsgesellschaft mbH;Hamburg;20099;Lange Reihe;93;cafe;;;0101000020E6100000B853DF9E8C0624407449303086C74A40
Cube Cafe.Bar;;Hamburg;20099;Lange Reihe;;cafe;;;0101000020E6100000F802B342910624407C99CD8877C74A40
Bar Sankt Georg;;Hamburg;20099;Lange Reihe;;cafe;;;0101000020E6100000F84C405DEE0524402B1A6B7F67C74A40
Fontane Apotheke;Stefanie Ehrlich;Hamburg;20535;Horner Weg;65;pharmacy;;;0101000020E6100000AF2FC84C58212440E47789A020C74A40
Wolfshagen Apotheke;;Hamburg;20535;Carl-Petersen-Straße;101;pharmacy;;;0101000020E6100000B39C84D2171A2440F183F3A963C74A40
Rewe City;;;;;;;;supermarket;0101000020E61000009C7A939515F1234083458F2969CA4A40
Café Leinpfad;;;;;;cafe;;;0101000020E6100000815CE2C803FD23402588A9E3E7CB4A40
Cocktrail Bar;;Hamburg;22087;Schürbeker Straße;12;bar;;;0101000020E610000053BC2594190E24403214C149E4C84A40
Hamburger Sparkasse;Hamburger Sparkasse;;;;;bank;;;0101000020E6100000DB8AFD65F7502440B01AF09EA8BE4A40
Starbucks;;;;;;cafe;;;0101000020E610000008382971C2F92340411EB0613CC64A40
Wäscherei D. Willm;;;;;;;;dry_cleaning;0101000020E6100000972595849FDF2340480CF1FE2EC74A40
Hanseplatte;;;;;;;;music;0101000020E6100000EAFC25F3D9EF23409D267D6B71C74A40
;;;;;;;;convenience;0101000020E61000000D1D3BA8C4DD2340823CBB7CEBC64A40
Speisewagen;;Hamburg;20537;Anckelmannsplatz;3;restaurant;;;0101000020E610000084EB9B45390E244082D94EA5B0C64A40
Balzac;;Hamburg;20457;Graskeller;2;cafe;;;0101000020E6100000199293895BF923404CC972124AC64A40
Bäckerei Allaf;;;;;;;;bakery;0101000020E61000006BD5AE0969F92340108B620333C64A40
Good Morning Coffee;;;;;;;;bakery;0101000020E6100000F6A6D887ABF923405CA6704E36C64A40
Cafe Borchers;;Hamburg;20251;Geschwister-Scholl-Straße;1-3;cafe;;;0101000020E6100000C216BB7D56F92340FD602A4712CC4A40
Hamburger Volksbank;;;;;;bank;;;0101000020E6100000D80462235AC02340060F780547C44A40
Aldi;;Hamburg;22115;Kandinskyallee;4-12;;;supermarket;0101000020E6100000F5B7A9262D4D2440B7D210FA3EC34A40
Fischbeker Apotheke;;;;;;pharmacy;;;0101000020E61000005EBB59283EA7234022DD747055BC4A40
Imbiss Stover Strand;;;;;;fast_food;;;0101000020E61000004CD75DEA31972440849B317150B64A40
Tunicis Restaurant Zwölf Apostel;;Hamburg;22043;Holsteiner Tor;2;restaurant;;;0101000020E6100000560CFC4DCD4A2440B80485E6DFC84A40
Zur Rennbahn;;Drage (Elbe);21423;Stover Strand;4;restaurant;;;0101000020E61000002CD5AA025A9B24404CAAB69BE0B64A40
Arbeitsgemeinschaft freier Jugendverbände;;Hamburg;20459;Alfred-Wegener-Weg;;;association;;0101000020E610000001DD9733DBF123409B96B3D2FFC54A40
A. Glasmeyer;;;;;;;;supermarket;0101000020E61000008AC0A26CDBC52340BB9F53909FC74A40
Cafe Schmidt;;;;;;cafe;;;0101000020E61000006BD212D0E9C62340C4352D67A5C74A40
Waitz apotheke;;;;;;pharmacy;;;0101000020E61000003CB13D6997C523406E927AAA9EC74A40
Aytac Kebap;;;;;;fast_food;;;0101000020E61000003E586BCDFB682340A83EEB75E6C94A40
Backparadies Hoose;;;;;;;;bakery;0101000020E6100000C4279D483049244045D2133BBFD54A40
Kingz - Das Grillhaus;;Wedel;22880;Rudolf-Breitscheid-Straße;40;restaurant;;;0101000020E61000000A8849B8906B23409A9C35D318CA4A40
Dolce Vino;;;;;;restaurant;;;0101000020E6100000F50714FB15FC23402590B70144C64A40
Kundenzentrum Blankenese - Bezirksamt Altona - Fachamt für Einwohnerwesen;;Hamburg;22587;Sülldorfer Kirchenweg;2a;office;administrative;;0101000020E610000043870A1F5BA023406720E05A37C84A40
;Cartier;;;;;;;jewelry;0101000020E6100000DAC46E449CFB2340619F4A17ACC64A40
;Bulgari;;;;;;;jewelry;0101000020E61000007C3DA94077FB23401C75BEE9A7C64A40
Hanseatische Schmuck- und Uhrenbörse;;;;;;;;jewelry;0101000020E6100000105D50DF32FB23405176E91505C74A40
La Kumpir;;;;;;fast_food;;;0101000020E610000085189E4DFDFA23402577D84466C74A40
Jaloucity;;;;;;;;window_blind;0101000020E61000004CC1BFAD60FC23405211A7936CC74A40
Sparda-Bank;;;;;;bank;;;0101000020E6100000BBA184F46FFE2340CB411A5FC5C64A40
Wohlsdorff Zigarettenhaus;;;;;;;;kiosk;0101000020E6100000D2E7A38CB8002440D371906B9EC64A40
LeCrobag;;;;;;;;bakery;0101000020E61000009238D0E8B3A023409A3226B330C84A40
presse + buch;BHG Bahnhofs- Handels-Vertriebs GMBH;;;;;;;kiosk;0101000020E6100000438F183DB7A023409C9ABAE12DC84A40
REWE;;Hamburg;22587;Sülldorfer Kirchenweg;2b;;;supermarket;0101000020E610000092D739BCD6A023402BAF4B4343C84A40
Burger King;Burger King Deutschland GmbH;Hamburg;22087;Mundsburger Damm;67;fast_food;;;0101000020E6100000540DB1B0960D244076FC170802C94A40
Tropenhaus Hamburg;;;;;;;;pet;0101000020E6100000308CAA155C1A24406DB5E276C3CD4A40
Rewe;Rewe;;;;;;;supermarket;0101000020E610000000E48409A319244074FFA21529CB4A40
Pino e Vino;;Hamburg;22041;Am Neumarkt;23;restaurant;;;0101000020E61000005A70F552672C2440811D49939CC94A40
Campingbedarf;;;;;;;;outdoor;0101000020E61000002ACC7B9C691A2440E0E1D121CBCD4A40
Gaziantep;;;;;;fast_food;;;0101000020E6100000DA7D22AA4B052440DE14A0B7C2C64A40
Panthera Rodizio;;;;;;restaurant;;;0101000020E610000079D6C97443F62340D793540152BB4A40
Brazil Bar;;;;;;bar;;;0101000020E610000027231DD434F623400BBB833353BB4A40
Southside;;;;Neue Straße;24;restaurant;;;0101000020E6100000C80DBF9B6EF52340F2C1210A1CBB4A40
Netto;;;;;;;;supermarket;0101000020E610000051C9946AFAF723407F350708E6BA4A40
Holsteinbäcker;;;;;;cafe;;bakery;0101000020E6100000D4D3EC269DE523402D431CEBE2C74A40
Sait;;;;;;fast_food;;;0101000020E6100000C8C90E3B9D052440C7489B4FC2C64A40
Beyti Mangal;;;;;;fast_food;;;0101000020E610000046B41D537705244018D929B1C6C64A40
Kebap Salonu Urfa;;;;;;fast_food;;;0101000020E6100000C637143E5B0724408981AE7D01C74A40
Wiener Cafe;;;;;;cafe;;;0101000020E6100000BA3A5B9B210824408FC6A17E17C74A40
Vasco da Gama;;;;;;restaurant;;;0101000020E6100000C7A2E9EC640824406D89A6FD20C74A40
cita rasa;;;;;;restaurant;;;0101000020E610000058E883656C0824400762D9CC21C74A40
toko;;;;;;restaurant;;;0101000020E61000006C0C3A21740824405A468F8422C74A40
Pho Duc;;Hamburg;;Steindamm;103;restaurant;;;0101000020E6100000B17499F5BD092440B7990AF148C74A40
Deutsches Rotes Kreuz Kreisverband Harburg;;;;;;;ngo;;0101000020E6100000A4761AC462F723408E65B098C7B94A40
Bellini Bar;;Hamburg;;;;bar;;;0101000020E61000009D4A06802A062440FBE879DC5CC74A40
Dat Backhus;;;;;;;;bakery;0101000020E610000099767B5A8FA0234044FF04172BC84A40
Rosen Bäckerei;;;;;;;;bakery;0101000020E610000078561C188AB12340AF6D403A2BC84A40
Garten von Ehren;;Hamburg;21077;Maldfeldstraße;2;;;garden_centre;0101000020E61000002B204839F3DE234030568AD3FFB64A40
Mega Döner;;;;;;fast_food;;;0101000020E6100000B7402729555324403CF1E6BA3AD34A40
Getränkemarkt;C&M;;;;;;;alcohol;0101000020E6100000329C210B87E823404D1AFE2EC7B84A40
Bier & Wein Comptoir;;;;;;restaurant;;;0101000020E61000008A3E1F65C4652340FF8469CEB0CA4A40
Deutsche Bank;;Hamburg;20095;Spitalerstraße;16;bank;;;0101000020E61000001A53B0C6D900244091060143A0C64A40
First Cut;;Hamburg;22041;Wandsbeker Marktstraße;8;;;hairdresser;0101000020E6100000927648D6861F24409850C1E105C94A40
Waschsalon Grindel;;;;;;;;laundry;0101000020E6100000683B4B3558F523403407527303C94A40
Videotaxi;;;;;;;;video;0101000020E6100000528F238C554524406AC592CDB0CD4A40
Deichmann;;Hamburg;;Spitalerstraße;;;;shoes;0101000020E6100000CEA8F92AF9002440ADB717E2A2C64A40
