name;operator;network;wheelchair;geom
Justus-Brinckmann-Straße;;;;0101000020E6100000C8FF2E7DF9762440F8DD19129CBD4A40
Mohnhof;;;;0101000020E61000001EB97F76D16D2440CC55E2F038BE4A40
Reimboldweg;;;;0101000020E6100000C45A21510D7424405C87B4D7CCBD4A40
Spieringstraße;;;;0101000020E6100000D8B8A3A42C742440AEE2433F09BE4A40
St.-Michael-Kirche;;;;0101000020E61000006F826F9A3E732440B4F798FEDBBD4A40
Sternwarte, Eingang;;;;0101000020E61000007F582547F0792440337F3B3F7BBD4A40
Zu den Eichen;;;;0101000020E6100000DAECA3AE10712440C761D5C512BE4A40
Zu den Eichen;;;;0101000020E6100000CBD2F31373712440B1A481C41BBE4A40
Adolf-Köster-Damm;;;;0101000020E6100000F7F2F1BF4B4B244019B95D1E21BE4A40
Moorburger Straße;;;;0101000020E6100000B3E611ED74ED23408C91DBE511BC4A40
Glashütte, Markt;;;;0101000020E61000009F15623FD5122440CEF6329B11D84A40
UK Eppendorf (Haupteingang);;HVV;;0101000020E6100000C83D02243FF323407A81A32E63CB4A40
UK Eppendorf (Haupteingang);;HVV;;0101000020E610000079CA0F012CF323403195230967CB4A40
Sülldorfer Landstraße;;;;0101000020E61000003C12D49574A5234020FC7A74D9C94A40
Diebsteich;S-Bahn Hamburg;HVV;;0101000020E61000007C0B900D49DE23401A36CAFACDC84A40
Diebsteich;S-Bahn Hamburg;HVV;;0101000020E6100000A7D0798D5DDE234050ED670CCEC84A40
Glashütter Kirchenweg;;;;0101000020E6100000537D42D19715244055200E6D5BD84A40
Glashütter Kirchenweg;;;;0101000020E6100000CFB40E5883152440A6400BAE5ED84A40
S Wilhelmsburg (Abfahrt D);;HVV;;0101000020E61000001300D2EDDB032440A0200C97B0BF4A40
Reeperbahn;;;;0101000020E61000009AB8B0C975EA23406F5ADF7657C64A40
Königstraße;S-Bahn Hamburg;HVV;no;0101000020E6100000D253E41071E32340689027EE1DC64A40
Krankenhaus Mariahilf;;;;0101000020E6100000136745D444DF23402308461449BC4A40
S Veddel (Abfahrt A);;;;0101000020E610000094C6C3D6C7062440336FD575A8C24A40
S Wilhelmsburg (Abfahrt A);;HVV;;0101000020E6100000AA9212CCE2032440E71F7D93A6BF4A40
S Wilhelmsburg (Abfahrt C);;HVV;yes;0101000020E6100000A2F2AFE595032440CA15832CB0BF4A40
Krankenhaus Mariahilf;;;;0101000020E61000000542A154B1DF234040355EBA49BC4A40
Breitenfelder Straße;;HVV;;0101000020E6100000ACF188C047F323403982548A1DCB4A40
Hamburg Hauptbahnhof;;;;0101000020E6100000F5E8FCCA390324405B80B6D5ACC64A40
Breitenfelder Straße;;HVV;;0101000020E61000004EB27A2C22F323409DF9D51C20CB4A40
Hirschkäferweg;;;;0101000020E6100000567CE82741EC23403FC91D3691B64A40
Strucksbarg;;;;0101000020E6100000659EA6E03AE023404F98309A95B94A40
Teufelsbrück, Fähre;;;;0101000020E6100000FDBBE3B963BA2340015471E316C64A40
Hirschkäferweg;;;;0101000020E61000001AC40776FCEB2340130AB6B695B64A40
Hasloh;;;;0101000020E6100000D3A1783AFCD62340BBB88D06F0D84A40
Hörgensweg;;;;0101000020E6100000CEC64ACCB3CE2340B00B9AF111CF4A40
Bönningstedt;;;;0101000020E6100000B7B75B9203D22340D247CFE3E6D44A40
Finkenwerder;;;;0101000020E61000009C83B1CFADC123401A2A1087B6C44A40
Hamburg Hauptbahnhof;;;;0101000020E610000063C1583A7A032440FB76B7578BC64A40
Harburg Rathaus;S-Bahn Hamburg;HVV;;0101000020E61000004103FBF900F62340873EB37FF9BA4A40
Eidelstedt Zentrum;;;;0101000020E6100000F445312F76CD2340AA06ABFB11CE4A40
Apostelkirche;;;;0101000020E6100000571A42DF27E423404A46CEC29EC94A40
Heimfeld;;;yes;0101000020E6100000A2E41FC720ED2340C716821C94BB4A40
Krupunder;;;yes;0101000020E6100000DD1F39E345BC2340BF54223FD1CE4A40
Sülldorf;S-Bahn Hamburg;HVV;;0101000020E61000001E6272593B9823405E2CB1D760CA4A40
Sülldorf;S-Bahn Hamburg;HVV;;0101000020E61000008854AC753D982340D99D49F663CA4A40
Hamburg Hauptbahnhof;;;;0101000020E61000000E5762F94E03244013729472ADC64A40
Hamburg-Harburg;;;;0101000020E610000095D00259F4FB234061D0F8742BBA4A40
Überseequartier;;;;0101000020E6100000F53E9F1221FF2340013219332EC54A40
Argentinienbrücke, Fähre;;;;0101000020E6100000B189CC5CE0F2234006C655C098C34A40
Hamburg Hauptbahnhof;;;;0101000020E61000003D1E447C7103244042EDB776A2C64A40
Hamburg Hauptbahnhof;;;;0101000020E6100000C9B898558E032440E8FDDA55A3C64A40
Brandenburger Straße;;HVV;;0101000020E61000006840BD1935F72340289CDD5A26C34A40
Ernst-August-Deich;;HVV;;0101000020E6100000B193B0259AF62340F0FACC599FC24A40
Ernst-August-Deich;;HVV;;0101000020E610000081FCB671D5F62340199DE227C4C24A40
Ernst-August-Schleuse (Fähre);;HVV;;0101000020E61000005E2EE23B31F72340E44EE960FDC24A40
Ernst-August-Schleuse (Fähre);;HVV;;0101000020E61000007D8450943AF723408DF0F62004C34A40
Industriestraße;;HVV;;0101000020E6100000D03CCAD298F62340E0A4695034C24A40
Klütjenfelder Straße (Kehre);;HVV;;0101000020E610000064D7ACE930F523408FC8772975C34A40
Klütjenfelder Straße;;HVV;;0101000020E6100000C6AE48A709F6234066B3D9475DC34A40
Nehlsstraße;;HVV;;0101000020E61000007C061E296CF02340CCA43CA9E5C34A40
Norderloch;;HVV;;0101000020E61000003AC8900832EF23406392DB40CBC44A40
Steinwerder (Alter Elbtunnel);;HVV;;0101000020E61000005D10DB2791EE23408487C4984FC54A40
Stübenplatz;;HVV;yes;0101000020E6100000BF51860552F9234010046D173FC24A40
Glashütte, Robert-Koch-Straße (Nord);;;;0101000020E610000065FACA283B1A244098B55E1D11D84A40
Burgwedel;;;;0101000020E610000086E05DD328D123404FDF7C34E6D24A40
Burgwedel;;;;0101000020E610000048C1F80E23D123406102B7EEE6D24A40
Schnelsen;;;;0101000020E6100000089C5BD71ED023405AD93EE42DD14A40
Schnelsen;;;;0101000020E610000094895B0531D0234066112FF42DD14A40
Hamburg Hauptbahnhof;;;;0101000020E6100000ED46C4398F032440ED4383B982C64A40
Hebebrandstraße;;;;0101000020E610000015596B28B5132440CB7E2777E9CD4A40
Singapurstraße;;;;0101000020E61000007DFB84FDE8FD2340D8AF856A94C54A40
Hamburg Hauptbahnhof;;;;0101000020E6100000A5FCA4DAA7032440CF2AD8EB82C64A40
Hamburg Hauptbahnhof;;;;0101000020E6100000F197608264032440A71C380C8BC64A40
Hamburg Hauptbahnhof;;;;0101000020E61000003C3C3A64B9032440AE5978A8B7C64A40
Hamburg Hauptbahnhof;;;;0101000020E610000031FC96EFCF0324400D480C4CB8C64A40
Hamburg Hauptbahnhof;;;;0101000020E61000005D7E969D34032440EF1D3526C4C64A40
Hamburg Hauptbahnhof;;;;0101000020E6100000D90121A34D0324402A4A534EC5C64A40
Hamburg Hauptbahnhof;;;;0101000020E61000003DB9A64066032440F74B7ACECCC64A40
Hamburg Hauptbahnhof;;;;0101000020E610000012F8C3CF7F03244038AB9910CEC64A40
Hamburg Hauptbahnhof;;;;0101000020E610000085775ECF7C032440AB61BF27D6C64A40
Hamburg Hauptbahnhof;;;;0101000020E61000006870A5E8920324401B17693DD7C64A40
Neuenfelde, Rosengarten;;;;0101000020E61000004F99F628B7A42340DD4598A25CC34A40
Am Sandtorkai;;;;0101000020E6100000B137312427FB234005C8D0B183C54A40
Rathausmarkt (Petrikirche);;;;0101000020E610000041D829560DFE2340FA449E245DC64A40
Emilienstraße;;;;0101000020E61000007A3BC269C1E72340D20FD9F62CC94A40
Hagendeel;;;;0101000020E61000008EC81C7002E4234055C4E9245BCD4A40
Bergedorf;S-Bahn Hamburg;;;0101000020E6100000DAE2BFE556692440D605BCCCB0BE4A40
Jungfernstieg;;;;0101000020E6100000F1321E00CCFC2340E5BA29E5B5C64A40
Jungfernstieg;;;;0101000020E610000047239F573CFD2340BC33C97ECCC64A40
Jungfernstieg;;;;0101000020E6100000CDE3D5DE4CFD2340EF06D15AD1C64A40
Jungfernstieg;;;;0101000020E6100000F316597C54FD2340286F360CD5C64A40
Lattenkamp (Sporthalle);;;;0101000020E6100000FC7BDFAE4DFD234061353BF7C3CC4A40
Lattenkamp (Sporthalle);;;yes;0101000020E6100000827DCFA33DFD2340B8F8CA72C8CC4A40
Neuenfelde, Rosengarten;;;;0101000020E6100000EF096D9450A52340F7ED7FDB6EC34A40
Dradenauer Deichweg;;;;0101000020E6100000B75E78CA0FCD234098416B346FC14A40
Berliner Tor;;;;0101000020E6100000887258D06A0B2440CCACEF0DCFC64A40
U Berne;;;;0101000020E6100000F5914A67164724404AA01C6041D04A40
Hauptbahnhof Süd;;;;0101000020E6100000E99AC937DB0424402B72E371ACC64A40
U Billstedt (Abfahrt A);;HVV;yes;0101000020E61000007522C154333724406214048F6FC54A40
U Billstedt (Abfahrt B);;HVV;;0101000020E61000003BCB87FB233724401BD58E8763C54A40
U Billstedt (Abfahrt C);;HVV;;0101000020E6100000F06E6589CE362440E42B26DB65C54A40
U Feldstraße;;;;0101000020E610000037DEC25F38F023405DAD6E5056C74A40
U Ochsenzoll;HHA;HVV;yes;0101000020E6100000EDAD92D96A0024405A72CBFDC4D64A40
U Ochsenzoll;HHA;HVV;yes;0101000020E6100000FF0F0B10600024405B39C5F4CED64A40
U Billstedt (Abfahrt D);;HVV;;0101000020E6100000A9E5626765362440454310316FC54A40
U Billstedt (Ankunft);;HVV;yes;0101000020E6100000A65714C0DE362440BED0121A77C54A40
Neu Wulmstorf Bahnhof;;HVV;yes;0101000020E6100000F380689C3C932340AA00CE4186BC4A40
Billwerder Ring (Ost);;;;0101000020E61000002ACC7B9C693E24403C5684F645BF4A40
Billwerder Ring (Ost);;;;0101000020E6100000A157F2672E3E244053921A7F47BF4A40
Billwerder Billdeich 318;;;;0101000020E61000000812CAB1AB4B2440AB8E667627C04A40
Billwerder Billdeich 356;;;;0101000020E6100000AFEE586C934E24405378753348C04A40
Billwerder Billdeich 356;;;;0101000020E61000005F5F9099B04E244009443E9E4CC04A40
Anton-Rée-Schule;;;;0101000020E6100000D927806264592440CFBB56E7BDBD4A40
Anton-Rée-Schule;;;;0101000020E610000096DE48EA4E5924408C362273C0BD4A40
Asklepios Westklinikum (Ost);;;;0101000020E6100000DB82EF479B902340A17E614381CA4A40
Neu Wulmstorf Bahnhof;;HVV;yes;0101000020E61000001CD5E940D6932340F67D384888BC4A40
S Neuwiedenthal;;HVV;;0101000020E61000009B705413E9BF2340B73EF6C484BC4A40
S Neuwiedenthal;;HVV;;0101000020E6100000A2F6B6F4C3BF2340B0952B1785BC4A40
S Neuwiedenthal;;HVV;;0101000020E61000008DCB02379CBF2340EC0901AF85BC4A40
Joachim-Mähl-Straße;;;no;0101000020E6100000DE3EABCC94E623404256010869D04A40
Dortmunder Straße;;;;0101000020E6100000CA8B4CC0AFFD2340B5E8F8C32AD64A40
Ohlstedt;;;;0101000020E61000000A4735913E462440E3F43F0AE8D84A40
Hauptbahnhof Nord;;;;0101000020E6100000FCA82B442C032440C95E4AB8EBC64A40
Dortmunder Straße;;;;0101000020E6100000B6E7E8A7EEFC2340B54D96FF35D64A40
Dortmunder Straße;;;;0101000020E6100000C2E7E2CA34FD234059045A153CD64A40
Essener Straße;;;;0101000020E6100000E041FD78F9FB2340FCC33B65DAD54A40
Essener Straße;;;;0101000020E61000000C7A6F0C01FC23404F441A70F1D54A40
Garstedt, Aspelohe;;;;0101000020E6100000CD785BE9B5F523401E007157AFD54A40
Garstedt, Aspelohe;;;;0101000020E6100000D62C866176F52340EA7129F8B7D54A40
Garstedt, Fabersweg;;;;0101000020E61000002A858ABB8BF923407F068A0E37D54A40
Garstedt, Fabersweg;;;;0101000020E61000001450F234AAF923401F9CF46338D54A40
Glashütte, Am Böhmerwald;;;;0101000020E6100000741B1E0C860C24403C1169C0C5D74A40
Glashütte, Am Böhmerwald;;;;0101000020E6100000779DB23FF50C24408DE3761ECBD74A40
Glashütte, Hans-Böckler-Ring;;;;0101000020E6100000FFC7AE59D319244062855B3E92D84A40
Glashütte, Robert-Koch-Straße (Nord);;;;0101000020E61000005A805B1C3A1A24403FFD0C141DD84A40
Harksheide, Heidehof;;;;0101000020E6100000D98BB2C8C003244033A193EF63D74A40
Harksheide, Heidehof;;;;0101000020E610000086A867E66E042440565DD1F764D74A40
Harksheide, Kielort;;;;0101000020E610000036BEE5A03A082440871FF70890D74A40
Harksheide, Kielort;;;;0101000020E6100000847FB67AF3082440A0E63FFF98D74A40
Garstedt, Rugenbarg (Mitte);;;;0101000020E6100000FB134B8050F92340989F6527CDD54A40
Von-Sauer-Straße;;;;0101000020E6100000983A23A534D2234026F61ACC70C84A40
Norderkirchenweg;;;;0101000020E610000069FDD24785BA2340036F3777AAC34A40
Norderkirchenweg;;;;0101000020E6100000F03E7DBA70BA234049E47107A0C34A40
Schlebuschweg;;;;0101000020E61000002CC2A8FF0773244067EEC62709BF4A40
Garstedt, Rugenbarg (Mitte);;;;0101000020E61000002CEC0ECE4CF92340EDE0BB28D5D54A40
Havighorst, Krähenberg;;;;0101000020E6100000FCAE08FEB7562440F728B74835C34A40
Sternwarte (Besucherzentrum);;;;0101000020E6100000B177DA75CA7A2440F2F85168B4BD4A40
Sperlingsweg;;;;0101000020E61000004287AF65E8F22340568FEA2A93D24A40
Wedel, Moorweg;;;;0101000020E6100000F07E260C147223409B62693B01CC4A40
Gorch-Fock-Straße;;;;0101000020E61000008A0E379666B52340B1A0D56E60CD4A40
Lürade, Lürader Weg;;;;0101000020E6100000134C906C09DC23402FA3FDB4F6B54A40
Lürade, Lürader Weg;;;;0101000020E61000004BC4A574FADB234018EE5C18E9B54A40
Stove, Im Siek;;;;0101000020E610000068E84427F09F2440001066C9D2B64A40
Stove, Im Siek;;;;0101000020E6100000A335502A2B9F244003CC214ECCB64A40
Drennhausen, Schule;;;;0101000020E610000049EE55D0598B2440223DA0C783B54A40
Drage, Krummer Weg;;;;0101000020E61000005E25694826852440D655815A0CB44A40
Laßrönne, Hakenweg;;;;0101000020E6100000632D99BE327624409EFAF664B4B14A40
Laßrönne, Wöhrenweg;;;;0101000020E61000001633C2DB837424402D1F93D629B24A40
Laßrönne, Elbuferstraße;;;;0101000020E610000094E23ECD247124400CDEA1725DB24A40
Wedel, Pinneberger Straße;;;;0101000020E6100000969A98897D69234052499D8026CB4A40
Wedel, Autal;;;;0101000020E61000004CE88942266C2340D499208F85CB4A40
Wedel, Autal;;;;0101000020E6100000B6EF9B0CD86B23408EF3925A83CB4A40
Wedel, Breiter Weg;;;;0101000020E6100000595AA1A3B06A23406E0503BE91CB4A40
Wedel, Breiter Weg;;;;0101000020E6100000B1CD7CBDB16A2340089046AA94CB4A40
Wedel, Grenzweg;;;;0101000020E6100000F0E8352CFC772340C342F7F6F8C84A40
Wedel, Grenzweg;;;;0101000020E610000011A90E5E6077234033011A0005C94A40
Wedel, Tinsdalerweg;;;;0101000020E6100000E719A0D91A762340036A204C40C94A40
Wedel, Tinsdalerweg;;;;0101000020E610000024FC4113177623406408008E3DC94A40
Beckedorf, Gewerbegebiet;;;;0101000020E6100000C182458F29E9234093DD712FD5B54A40
Gauert;;;;0101000020E61000002296838F772D244034EC415255BB4A40
Beckedorf, Gewerbegebiet;;;;0101000020E610000015BF73396FE92340A001F566D4B54A40
Beckedorf, Beckedorfer Bogen;;;;0101000020E6100000F7FEAB3363EA234022DD747055B64A40
Sinstorfer Kirche;;;;0101000020E6100000A958EB7A58F22340EBE2DB604DB64A40
Haithabuweg;;;;0101000020E61000009B36887BD1EF2340E9B413CA67B64A40
Haithabuweg;;;;0101000020E61000006F3EBF396DEF2340FFBC5FBB6AB64A40
Marienkäferweg;;;;0101000020E61000002A1A10C6F4ED2340CC063EAB71B64A40
Marienkäferweg;;;;0101000020E6100000822E2B5E76ED23409437C0CC77B64A40
Scharfsche Schlucht;;;;0101000020E6100000425A081797F32340C3BE9D4484B64A40
Scharfsche Schlucht;;;;0101000020E6100000DD859CAD72F323408FAF986C97B64A40
Moorlage;;;;0101000020E6100000B22FD978B0F12340A393A5D6FBB64A40
Moorlage;;;;0101000020E61000000F6CF019E4F12340A9476469F1B64A40
Am Pavillon;;;;0101000020E6100000081AD8CF07F02340291202A898B74A40
Am Pavillon;;;;0101000020E6100000C78FE7E912F02340CC65A3737EB74A40
Feuerteichweg;;;;0101000020E610000010F4AB94F9EE2340197B8A77DBB74A40
Feuerteichweg;;;;0101000020E61000005EA85725ECEE23407A3C88F8E2B74A40
Höpenstraße;;;;0101000020E61000001C430070EC012440C2001D4185B84A40
Kanzlerstraße;;;;0101000020E6100000D6DE4CF15D032440D9637D5E4CB84A40
Achterkamp;;;;0101000020E6100000BF750F1A0B042440C03C091115B84A40
An der Eiche;;;;0101000020E610000091FA46CF880524403ACA66B38FB74A40
An der Eiche;;;;0101000020E6100000560F98874C052440DDDC4E1196B74A40
Meckelfeld, Alter Kirchenweg;;;;0101000020E610000097EA5D17D9052440E0675C3810B64A40
Meckelfeld, Alter Kirchenweg;;;;0101000020E610000085FE53BB70052440E66613BB11B64A40
Meckelfeld, Grund- /Hauptschule;;;;0101000020E6100000A0B998B0470A24405B05D61643B64A40
Meckelfeld, Helbach-Haus;;;;0101000020E61000001926AEBE150824407C9FAA4203B64A40
Meckelfeld, Helbach-Haus;;;;0101000020E61000006F8B8DD4D6072440F9EEA02303B64A40
Woxdorf, Ort;;;;0101000020E6100000F6775B8EFCEA23402F06C545A4B44A40
Beckedorf, Mühlenweg;;;;0101000020E6100000A3BE1BC17CEC2340107FA88F1BB54A40
Beckedorf;;;;0101000020E6100000125D065218EE234044CB15399FB54A40
Beim Avenberg;;;;0101000020E6100000766B3E53542A24407C25355948BC4A40
Garstedt, Bornbach;;;;0101000020E6100000D2448E63DAF923402B9611CDF2D44A40
Steinwerder, Fähre;;;;0101000020E6100000D4A0681EC0EE234020FB0F9F2AC54A40
Garstedt, Gutenbergring 15;;;;0101000020E6100000033B48991EF623403A3FC571E0D44A40
Garstedt, Gutenbergring 15;;;;0101000020E6100000ADC266800BF62340C2EE8513E2D44A40
Garstedt, Gutenbergring 1;;;;0101000020E6100000F82EEFBB33F423409523AEADE9D44A40
Neuwiedenthal;;;;0101000020E61000003C9E3B6645C12340EA6D22E989BC4A40
Billwerder Billdeich 318;;;;0101000020E61000008B952C825A4B2440CD58D9E32AC04A40
Billwerder, Feuerwehr;;;;0101000020E6100000E213A1C7DE4524406176AAD788C04A40
Schulweg;;;;0101000020E61000009D007965CDEA2340453E9E4C92C94A40
Harburg Rathaus (Hölertwiete);;;;0101000020E6100000D5788E6DBEF62340E0C3808010BB4A40
AK St. Georg;;;;0101000020E6100000A0257E7B8D0724409A8BAEC1B1C74A40
Veddel;S-Bahn Hamburg;HVV;;0101000020E61000006743A3E0CE06244083FFAD64C7C24A40
Hammerbrook;S-Bahn Hamburg;HVV;;0101000020E61000002E3F7095270C244028E08DBBF7C54A40
Hasselwerder Straße;;;;0101000020E6100000B657D58162A623400ED539ABAAC14A40
Marschkamper Deich;;;;0101000020E6100000D127F224E996234011871167EAC14A40
Gilcherweg;;;;0101000020E610000087FF7403053A2440CE39782634D24A40
Garstedt, Südportal;;;;0101000020E6100000EFA76B92C4F723406E799BEDC0D34A40
U Ritterstraße;;;;0101000020E61000005EDD0C92991624409F0E1AB09AC84A40
Beim Avenberg;;;;0101000020E61000005D508479342A24402AEED34C52BC4A40
Howe;;;;0101000020E6100000106E7C37274C24405D42F45ABFB54A40
Hower Brack;;;;0101000020E61000001FE91DB8144D2440313D06D094B54A40
Oortkatenufer;;;;0101000020E610000051C9946AFA3324407FBF982D59B84A40
Oortkaten;;;;0101000020E6100000BBF660AD352F24400E07F82466B94A40
Steendiek;;;;0101000020E610000032CF4A5AF1C12340CCED033521C44A40
Hasselbrook;;;;0101000020E61000006010470D5C1C24400B33C8B83DC84A40
Glashütte, Friedhof;;;;0101000020E6100000DC91A0AEA41724401214E40C6AD74A40
Jenfelder Straße;;;;0101000020E6100000839DAC623B452440F473435376C94A40
S Blankenese;HVV;;yes;0101000020E6100000A19F4E1EBBA02340F9E6EDBE19C84A40
Jenfeld-Zentrum;;;;0101000020E6100000739DEBA0B7452440B842588D25C94A40
Lohe;;;;0101000020E610000078B1D58ADB352440FEEB81FBA6DA4A40
Kielkoppelstraße;;;;0101000020E6100000B05CCA541C56244007335CD372CB4A40
Marmstorfer Weg (Nord);;;;0101000020E6100000CDB62E90FBF12340ADD2CC49DEB94A40
Lürade;;;;0101000020E6100000F6F6425C94DC234030C676AD73B64A40
Tangstedt, B432;;;;0101000020E6100000B624517985332440D5809C8B1ADD4A40
Hamburger Straße;;;yes;0101000020E6100000DCA56840181324404301DBC188C94A40
S Heimfeld;;;;0101000020E6100000420EA551DCEC2340D03351DF8DBB4A40
Dehnhaide;;;;0101000020E6100000FE063763E21424408EE843BC1ACA4A40
Hamburg-Rahlstedt;;;;0101000020E610000067E613C31F4F24401A62067470CD4A40
Berliner Tor;;;;0101000020E6100000AAB816D2860C2440C2806FE4CBC64A40
Schweidnitzer Straße;;;;0101000020E6100000A23FD9397245244023FAB5F5D3C94A40
Meiendorfer Weg;;;no;0101000020E6100000818F66D1E04F2440CF458D53BED14A40
Kiwittsmoor;;;;0101000020E61000009EB81CAF40082440F7CA619C64D64A40
Wandsbek-Gartenstadt;;;;0101000020E61000006AE1B20A9B2524401A1C25AFCECB4A40
Hermelinweg;;;;0101000020E6100000DA10D209573E24400B4B9759DFCE4A40
Finkenwerder Landungsbrücke;;;;0101000020E61000001ABF95911FC2234073D8220E7EC44A40
Friedrichsberg;S-Bahn Hamburg;HVV;;0101000020E6100000A28790A9711D2440FD47F0D0C1C94A40
Neusurenland;;;;0101000020E6100000F39F2413A63A2440D3F1E20EE5CE4A40
Rübke, Buxtehuder Straße 6;;;;0101000020E6100000F6662F36088E234006442D72F4BE4A40
Organistenweg;;;;0101000020E6100000D5B48B69A69F234017FDFC529AC24A40
Schule Arp-Schnitger-Stieg;;;;0101000020E61000008FA2186A5E9F2340EDCA1DEC03C24A40
Hasselbrook;;;;0101000020E6100000A04F89905F1C2440558A1D8D43C84A40
Lohe;;;;0101000020E6100000455DB57C6E3624400F3AD7E6B5DA4A40
Seehofweg;;;;0101000020E610000071A884CC3A9023407B6AF5D555C24A40
Lippeltstraße;;;;0101000020E6100000B11C7CBCEB0724407C6D910FD5C54A40
Duvenstedter Triftweg;;;;0101000020E610000049DA8D3EE63B244023B59ABF53DA4A40
Wohldorf;;;;0101000020E6100000C902CBB6783D24403D050A0621DA4A40
Wohldorf;;;;0101000020E6100000280B04A6783D24405E19AFD40EDA4A40
Alsterblick;;;;0101000020E61000007CAC2A453C3F24403979365085D94A40
Bahrenfeld;S-Bahn Hamburg;HVV;;0101000020E61000001F4718AB72D2234048B368F0ADC74A40
Klein Flottbek;S-Bahn Hamburg;HVV;;0101000020E61000008767AE788FB82340AA5038166FC74A40
Ahrensburg, Am Kratt;;;;0101000020E61000002E72F49D046B2440166F641EF9D14A40
Hochkamp;S-Bahn Hamburg;HVV;;0101000020E6100000C3C8810D3EAF23406E3D9EF1D8C74A40
Heimfeld;;;yes;0101000020E6100000171406651AED2340381A1B1593BB4A40
Uhlandstraße;;;no;0101000020E61000009BAB8B80AF0D2440E87F03A447C84A40
Kapstadtring;;;;0101000020E6100000B8883952C70C24403FB4EACE6ECD4A40
Barmbek;;;;0101000020E610000010E1A991A716244047E9D2BF24CB4A40
Harburg;S-Bahn Hamburg;HVV;;0101000020E6100000CC063EAB71FB23404A4B40A77BBA4A40
Wilhelmsburg;S-Bahn Hamburg;HVV;;0101000020E6100000BDAEBA698E032440C7DB4AAFCDBF4A40
Neugraben;DB Netz AG;HVV;;0101000020E61000005BB8ACC266B42340DB1E189BB1BC4A40
Rübenkamp (City Nord);DB Netz AG;HVV;;0101000020E6100000F4114251EA102440957DFC4A8CCD4A40
Langenfelde;S-Bahn Hamburg;Hamburger Verkehrsverbund;;0101000020E6100000C31B881BA6DC23400A5861E932CA4A40
Wördemanns Weg;;;;0101000020E6100000E99B340D8AD62340569632BACDCC4A40
Sievekingplatz;;;;0101000020E6100000F36ACA5F6BF42340504C288E4DC74A40
Wesselstraat;;;;0101000020E6100000CBC16C020C2324409DF28D8DE5D34A40
A Eidelstedt Zentrum;;;;0101000020E6100000780A5E995CCD2340C9E64FC01BCE4A40
Baumacker;;;;0101000020E6100000001FBC7669CB23402B23E47272CF4A40
U Hoisbüttel;;;;0101000020E6100000D90D36D0D74B24401136E103E0D64A40
Claus-Ferck-Straße;;;;0101000020E6100000D4635B069C55244028D4788E6DD34A40
Hamburg Hauptbahnhof;;;;0101000020E61000003681D88816032440FECC6ACBCAC64A40
Hörgensweg;;;;0101000020E610000035A1A41BBCCE23407421FBC511CF4A40
Baumwall (Elbphilharmonie);;;yes;0101000020E61000004D5EAE8F98F62340DA0F6734A8C54A40
Grenzacker;;;;0101000020E61000004CA8E0F082C82340CB5B64F151CF4A40
Wedel;S-Bahn Hamburg;HVV;;0101000020E6100000F56BEBA7FF682340C8E8256B79CA4A40
Nektarweg;;;;0101000020E61000007537F4BB554424405619219793D14A40
Nektarweg;;;;0101000020E61000000CA36A05974424409644F64196D14A40
Rödingsmarkt;;;;0101000020E6100000CB3E7E2546F92340BB078D052AC64A40
Dradenauer Deichweg;;;;0101000020E610000072135A7B44CD2340D50CA9A278C14A40
Rissen;;;;0101000020E6100000AA1496D3F983234013DFE412A2CA4A40
Wedel, Müllerkamp;;;;0101000020E6100000A930B610E46C23406D7EB2182BCA4A40
Wedel, Ernst-Barlach-Schule;;;;0101000020E6100000B5705985CD6C2340019A52A8B8C94A40
Iserbrook;S-Bahn Hamburg;HVV;yes;0101000020E610000044882B67EFA023401B84B9DDCBC94A40
Wedel, Industriestraße (Nord);;;;0101000020E610000089E5E0E35D7723400655FE1076CA4A40
Im Allhorn;;;;0101000020E6100000954BE3175E5924408115962EB3D34A40
Wedel, Feldstraße;;;;0101000020E610000063049EC59C712340855C4EAECEC94A40
Lerchenberg;;;;0101000020E61000001FACB5E67D5624406845D4449FD34A40
Wedel, Markt;;;;0101000020E610000019343EDD8A66234039414063CBCA4A40
Wedel, Lülanden;;;;0101000020E6100000EC9F4C48106323404FF9C6C672CB4A40
Wedel-Schulau;;;yes;0101000020E6100000F4ED13F6A36723401C98DC28B2C84A40
Blankenese (Fähre);;;;0101000020E6100000DE91B1DAFC9B2340E6E896C228C74A40
Hagendeel;;;;0101000020E610000012746A1D0BE42340B4CC22145BCD4A40
AIRBUS (Schiffsanleger);;;;0101000020E6100000158CEF3092AE23407D53A236BBC54A40
Harburg Rathaus (Hölertwiete);;;;0101000020E6100000BAB18F04D0F62340F14DD36707BB4A40
Neumühlen;;;;0101000020E610000012E8024D3AD42340F22BD67091C54A40
Altona (Fischmarkt);;;;0101000020E6100000B66C08E984E7234007C1994EA1C54A40
Teufelsbrück;;;;0101000020E6100000AD927EB1ADB92340DE9CA5BFF2C54A40
Hagenbecks Tierpark;;;yes;0101000020E61000009B3C65355DE3234016D9733EE1CB4A40
Bergedorf;;;;0101000020E610000077B6ECB5456A2440F714EFB6C1BE4A40
Rüschpark;;;;0101000020E61000001F6ADB300ABA23400688821953C54A40
Billstedt;;;;0101000020E6100000FC3E77DDB6362440861E317A6EC54A40
Vogtredder;;;;0101000020E6100000FF89DBB28D4524408B146F0965D64A40
S Wedel;;;;0101000020E610000044108C2892682340C23F5BBD79CA4A40
