name;operator;network;wheelchair;geom
Berufsförderungswerk Hamburg;;;;0101000020E610000073439D03153B2440F60368A55ACE4A40
Bahnhof Rahlstedt (Doberaner Weg);;;;0101000020E6100000C385973B8E4E244057D9D2FE62CD4A40
Busbrookhöhe;;;;0101000020E6100000B6300BED9C422440C25F820992CF4A40
Busbrookhöhe;;;;0101000020E61000006E0BE0771D432440BD81B861CACF4A40
Hermelinweg;;;;0101000020E6100000EA4889B8943E2440B2BD16F4DECE4A40
Karlshöher Weg;;;;0101000020E61000009792E52494462440B8770DFAD2D04A40
Karlshöher Weg;;;;0101000020E6100000EBBB11CC874624405551BCCADAD04A40
Neusurenland;;;;0101000020E61000002685C31C4E3A244056CDBDD1D8CE4A40
Speckenweg;;;;0101000020E61000008B462D832086244084B064D872BC4A40
Havighorst, Am Steinbeker Hof;;;;0101000020E6100000B63AEFB5565624404F3052DE7DC34A40
Stellbrinkweg;;;;0101000020E6100000AB27F38FBE512440C3386EE7B1BE4A40
Am Güterbahnhof;;;;0101000020E61000006035E03D51672440D5809C8B1ABE4A40
Speckenweg;;;;0101000020E61000003F20D099B4852440DB2B3DE477BC4A40
Wedel, Hans-Böckler Platz;;;;0101000020E6100000A964A5EE6F6D23403AAAE4AD04C94A40
S Klein Flottbek;;;;0101000020E6100000A009038530B9234009B8D6CD7BC74A40
Curslacker Deich 336;;;;0101000020E61000000BEEAC82BD6A244047AE9B525EBB4A40
Elbphilharmonie;;;;0101000020E6100000302BB92F0CF92340630A7B7F28C54A40
Speckenweg;;;;0101000020E6100000B834C86EB08524400627ECEC75BC4A40
Voßmoor, Am Knollgraben;;;;0101000020E61000005396218E759D244044E048A0C1B94A40
Niendorf Markt;;;yes;0101000020E6100000F513CE6E2DE72340D6EF784952CF4A40
Schippelsweg;;;yes;0101000020E6100000B6C7C15BD6E72340D1B6F52E39D14A40
Nagelsweg;;;;0101000020E6100000C4471F4EBB0B2440EC6525F785C54A40
Wulfsdorf, Allmende;;;;0101000020E6100000C6C0DFD4AC642440C111932694D44A40
Wulfsdorf, Feuerwache;;;;0101000020E6100000CDB22781CD65244072B092EA96D44A40
Wulfsdorf, Feuerwache;;;;0101000020E6100000EE128BCEE865244048BB1B5597D44A40
Billwerder, Feuerwehr;;;;0101000020E610000032EDF6B41E45244060AA3EFCA1C04A40
Joachim-Mähl-Straße;;;no;0101000020E61000005B43A9BD88E62340EFCD6F9868D04A40
Celsiusweg;;HVV;;0101000020E6100000592D550ED2D82340BA8F3754E7C74A40
Werfelring;;;;0101000020E6100000891A96500B3B2440AB81412D61D04A40
Universität/Staatsbibliothek;;;;0101000020E610000045F872FAD5F72340C012FEFB42C84A40
U Stephansplatz;;;;0101000020E6100000164328A556FA2340B21F18F66AC74A40
Celsiusweg;;HVV;;0101000020E61000002A7E422C51D823407DE42032F6C74A40
Vielohwisch;;;;0101000020E6100000FB57FBE021DD23408DA438A2D6D14A40
Universität der Bundeswehr;;;;0101000020E61000004C27C8BE1A362440500B1467FBC84A40
Universität der Bundeswehr;;;;0101000020E6100000722E6A9CF2352440549A835616C94A40
Ernst-August-Schleuse;HVV;;;0101000020E610000039F64773BFF623403753C66416C34A40
Klosterstern;;;;0101000020E6100000829EBC7E77F923404477A45588CA4A40
Klosterstern;;;;0101000020E61000006EA9DE7591F92340B624517985CA4A40
Meckelfeld, Hillenklint;;;;0101000020E6100000CFEAD3E06C092440411A040C81B64A40
Stephansplatz (Oper/CCH);;;yes;0101000020E6100000F73878CB7AFA2340875E358584C74A40
Gärtnerstraße;;;;0101000020E6100000EE47E58123F02340DB92B0CAE0CA4A40
Klosterstern;;;;0101000020E61000007CF88D0AF7F9234073C174B570CA4A40
U Gänsemarkt;;;;0101000020E61000002685C31C4EFA2340EBF5381D12C74A40
Marschkamper Deich;;;;0101000020E61000003DD45BA8A1962340FE512F53EEC14A40
Grindelhof;;;;0101000020E61000008E3743BB54F62340343B41518FC84A40
Bezirksamt Eimsbüttel;;;;0101000020E610000054742497FFF42340C630CCAE20C94A40
Grindelhof;;;;0101000020E61000008BABCABE2BF6234027B8A2DE9DC84A40
Bahnhof Dammtor;;;;0101000020E610000039B29712EEFA234028277F9CD5C74A40
Bezirksamt Eimsbüttel;;;;0101000020E61000001D6B9093D3F423405838EE3955C94A40
A Eidelstedt Zentrum;;;;0101000020E6100000319C6B98A1CD23404527953A12CE4A40
Potsdamer Straße;;;;0101000020E6100000D65AF33EE94B244094C49272F7CA4A40
Bauerberg;;;;0101000020E610000006909037AF2824406944C42863C64A40
Bauerberg;;;;0101000020E610000031197DBBDB2724404ED9E90775C64A40
Haynstraße;;;;0101000020E610000006A2276552F723407B8505F703CB4A40
Haynstraße;;;;0101000020E61000002532625573F7234060877B760ACB4A40
Bezirksamt Hamburg-Nord;;;;0101000020E6100000ACD3371F8DF9234078E3930497CB4A40
Potsdamer Straße;;;;0101000020E610000084937E0C674C244032E13C4107CB4A40
U S Berliner Tor;;;;0101000020E6100000AFEFC341420C244069869EDED6C64A40
Borgfelder Straße;;;;0101000020E6100000EEF19DF3AE11244011316F1F03C74A40
U Burgstraße (Abfahrt F);;;;0101000020E61000007F106ED7F01524406C802D0A16C74A40
Boberg;;;;0101000020E61000007C0272D3B05524409B1CE32FD2C14A40
Grandkoppel;;;;0101000020E610000099034E000F622440D3ECCBE37AC04A40
Unfallkrankenhaus;;;;0101000020E6100000E2CE85915E5C2440797B1002F2C04A40
Lohbrügger Kirchstraße;;;;0101000020E610000000A5468DAE672440854B2256DABF4A40
Lehfeld;;;;0101000020E610000072C3EFA65B6A2440D3E693707CBD4A40
Köppenstraße;;;;0101000020E6100000E090FC7733F523406E0091D9B4CD4A40
Warnckesweg;;;;0101000020E610000046CA60D6D5F22340EE92DD712FCE4A40
Spreenende;;;;0101000020E61000009C9EC1F05BF2234094BB74385FCE4A40
Spreenende;;;;0101000020E610000037F4609C09F32340F60F221972CE4A40
Am Licentiatenberg;;;;0101000020E610000013D4F02DACF72340C77B1F589FCE4A40
U Garstedt;;;;0101000020E61000000E15E3FC4DF82340A2FB28D9A0D74A40
Garstedt;;;yes;0101000020E6100000203BB9F0CDF82340C86DEAF29CD74A40
U Garstedt;;;;0101000020E61000006D36FBA82BF82340B28284CDA5D74A40
Grenzacker;;;;0101000020E6100000E4D98AA2ACC82340E73DCE3461CF4A40
Marschkamper Deich 72;;;;0101000020E610000085A7A1574D9923403E7B2E5393C24A40
Marie-Henning-Weg;;;;0101000020E6100000B6DE6FB4E34E2440BC6E5BA505BE4A40
Bezirksamt Eimsbüttel;;;;0101000020E6100000F111312592F42340F739E3A029C94A40
Lehfeld;VHH;HVV;;0101000020E610000030E35C797F6A2440DD8B1EAE8BBD4A40
Boberg;;;;0101000020E61000004FE0E7099555244055C7855EDAC14A40
Borgfelder Straße;;;;0101000020E61000000EA0843EFD102440AD01A5FCFFC64A40
Grandkoppel;;;;0101000020E6100000606B0080AD602440298293C899C04A40
Lohbrügger Kirchstraße;;;;0101000020E6100000ED2301B4F76724403456F6B8CABF4A40
Wiemerskamp, Hirschweg;;;;0101000020E610000058D4168D6B4E24408948A8740BDE4A40
Gärtnerstraße;;;;0101000020E610000019DEF64E16F023402B4B19DDE6CA4A40
BAB-Auffahrt Stellingen;;;;0101000020E6100000411F76F05DD8234057EAFE5657CC4A40
BAB-Auffahrt Stellingen;;;;0101000020E6100000036B8B21EFD723400DA59B6967CC4A40
Basselweg;;;;0101000020E6100000E97EF3870BDD2340597A23A93BCB4A40
Basselweg;;;;0101000020E6100000A0877F7D19DD23402DD560753FCB4A40
Furchenacker;;;;0101000020E610000003B5183C4CCB2340BB8DBC62FCCE4A40
Kaiser-Friedrich-Ufer;;;;0101000020E6100000B67A9807FAED23405CCF108E59C94A40
Langenfelder Damm;;;;0101000020E6100000B7B75B9203DE234097D86B30C3CA4A40
Mühlenauweg;;;;0101000020E610000089015CDABAD12340E3C391AC68CD4A40
Pflugacker;;;;0101000020E610000073D24554F2CB234005FF5BC98ECE4A40
Sartoriusstraße;;;;0101000020E6100000B0928FDD05E2234010C69970F9C94A40
Unfallkrankenhaus;;;;0101000020E610000024754C27235C24404A343795FBC04A40
Hauptbahnhof/ZOB;;;;0101000020E6100000949E8E6C53052440BEF1FFF4B0C64A40
U S Berliner Tor;;;;0101000020E61000005FBE501B300B24407718EEB7D1C64A40
Ulzburger Straße;;;;0101000020E6100000FD1EAB4A11272440138BCEE8FDD44A40
Paulinenstraße;HHA;HVV;;0101000020E610000059B21996F5ED23409E1E25C0FAC64A40
Ulzburger Straße;;;;0101000020E610000001D6F4EA2D2724405BB6D61709D54A40
Paulinenstraße;HHA;HVV;;0101000020E610000089A0C5ADDDED23406753646314C74A40
Köppenstraße;;;;0101000020E6100000547E0860B9F423401EF8BDF2C5CD4A40
Lufthansa-Basis;;;;0101000020E61000007B23A93B05FF2340FA36B34C75CF4A40
Lokstedter Weg;;;;0101000020E6100000EE073C3080F82340772E313B30CC4A40
Nedderfeld (Anscharhöhe);;;;0101000020E6100000F6CC3747C2F723406BEBF18CC7CC4A40
Oberstraße;;;;0101000020E610000087A2E5E555FA23408680327CFAC94A40
Bezirksamt Hamburg-Nord;;;;0101000020E61000002164B4E963F923407C18101082CB4A40
Warnckesweg;;;;0101000020E61000005B2FE12B15F32340FCD0BB6713CE4A40
Spaldingstraße;;;;0101000020E6100000C022BF7E8805244078C949720AC64A40
Billhorner Brückenstraße;;;;0101000020E6100000ADF7C03346102440F4C5DE8B2FC54A40
Billhorner Röhrendamm;;;;0101000020E6100000604CE94FD10F2440796F568EDAC44A40
Harburger Chaussee;;;;0101000020E61000000C46802E75032440357B455CA5C24A40
Hovestieg;;;;0101000020E6100000F07673A72A0B2440D260095A37C34A40
Neuhöfer Straße (Ost);;;;0101000020E61000006E2B07C435FC2340FC5580EF36C14A40
Rotenhäuser Straße;;HVV;;0101000020E610000054A7A89FDCFB2340F5C2F8C495C04A40
Vogelhüttendeich;;;;0101000020E610000069BE94CB90FC23407995B54DF1C14A40
Wilhelmsburger Platz;;;;0101000020E6100000F32213F06B082440513C1D7EEDC24A40
Inselpark;;;;0101000020E6100000A0F53AF3BC0124405C2ACA00ABBF4A40
Inselpark;;;;0101000020E61000008778DAD0830124406A7DDB5DB1BF4A40
Kirchdorf (Süd);;;;0101000020E610000082C3B068DF092440A54C6A6803BE4A40
Kirchdorfer Straße (Museum Elbinsel);;;;0101000020E610000091ABA289C10924404B253CA1D7BE4A40
Krieterstraße;;;;0101000020E6100000704C05CBC704244021C19EC085BF4A40
Krieterstraße;;;;0101000020E610000034FAD170CA042440265EF98788BF4A40
Mengestraße;;;;0101000020E6100000E4AB787EACFB234013A342D02CC04A40
Neuenfelder Straße, Schule;;;;0101000020E6100000703B7EB96006244054D7906E3ABF4A40
Hovestieg;;;;0101000020E6100000A02B5B35190B24406D0B2A0538C34A40
Neuhöfer Straße (Ost);;;;0101000020E610000082FC112B48FC2340DE79E2395BC14A40
Spaldingstraße;;;;0101000020E610000036F74663A3062440E68931FA1BC64A40
Vogelhüttendeich;;;;0101000020E6100000B087403F9DFC2340A7FFF6860CC24A40
Hamburg Messe, Eingang Ost;;;;0101000020E6100000819312279CF62340781D609CAEC74A40
Harburger Chaussee;;;;0101000020E61000006BF6402B30042440DF985423AAC24A40
Lippeltstraße;;;;0101000020E61000009B13C5F5390824408C9E002FD8C54A40
Lokstedter Weg;;;;0101000020E610000024B5F578C6F72340F5E38AE65CCC4A40
Lufthansa-Basis;;;;0101000020E61000005B73918CE6FE2340C010CD9772CF4A40
Nagelsweg;;;;0101000020E610000026451ACBAA0A24402B55FDA5A0C54A40
Axel-Springer-Platz;;;;0101000020E6100000CF3A3EB555F823408DD7BCAAB3C64A40
Axel-Springer-Platz;;;;0101000020E6100000F1170EDF1DF82340FF17192EBCC64A40
Am Hegen;;;;0101000020E6100000ADB310D3745C244048BD4CB967CB4A40
Sorenkoppel;;;;0101000020E61000000B4F43AF9A5E244043C81E46ADCB4A40
Hamburg Messe, Eingang Mitte;;;;0101000020E610000065051AC7A3F323400BC4A16DEBC74A40
AK Wandsbek;;;;0101000020E610000019F08D7CB92E2440B60600D8CAC84A40
U Wartenau;;;;0101000020E6100000462A8C2D041124408173902111C84A40
U Lohmühlenstraße;;;;0101000020E6100000AF2C2C13D90A244095032CA85EC74A40
U S Wandsbeker Chaussee;;;;0101000020E6100000AA0B1DE0EE1D244065EA09A6F5C84A40
Jenfeld-Zentrum;;;;0101000020E6100000CCE6BBA5E644244046C6B4801AC94A40
Berliner Platz;;;;0101000020E61000007CF54C8AEA482440E63FA4DFBECA4A40
Geesthachter Weg;;;;0101000020E61000007CD80B056C572440A060B5E853CB4A40
Hüllenkamp;;;;0101000020E6100000C5EB55BF2D4F24402060ADDA35CB4A40
Kinderkrankenhaus Wilhelmstift;;;;0101000020E6100000E43DBD080953244013ADCBDF73CB4A40
Sorenkoppel;;;;0101000020E6100000E323BD03975E244075C300D3B3CB4A40
Geesthachter Weg;;;;0101000020E6100000B58AFED0CC572440EF377FB850CB4A40
Hüllenkamp;;;;0101000020E6100000C00067CE9F4F244029942AF63CCB4A40
Kinderkrankenhaus Wilhelmstift;;;;0101000020E61000001889BFDCDD512440933F733161CB4A40
Schweidnitzer Straße;;;;0101000020E6100000B6847CD0B3452440382D1D18E5C94A40
Berliner Platz;;;;0101000020E610000044FA92324E48244002278007ABCA4A40
Jenfelder Straße;;;;0101000020E6100000B5AE2C2C134524404DAE186481C94A40
AK Wandsbek;;;;0101000020E6100000EF01BA2F672E2440157FCAE7CBC84A40
U Lohmühlenstraße;;;;0101000020E6100000003153A40C0A244017D68D7747C74A40
Reinbek, Störmerweg;;;;0101000020E610000022D56652F97524404AA6F919CDC04A40
U Wandsbek Markt;;;;0101000020E6100000D1FB1065B9222440C979FF1F27C94A40
U Wartenau;;;;0101000020E6100000D96F37D2631124407B4C497B28C84A40
Böcklinstraße;;;;0101000020E6100000FBBFD99C39C6234007A1174916C84A40
Wartenau;;;;0101000020E6100000807912222A12244066A71FD445C84A40
Neuenfelder Fährdeich (Ost);;;;0101000020E6100000556AF6402B9823401EFD2FD7A2C34A40
AIRBUS (Kehre);;;;0101000020E6100000E9D3CF40D1B12340D48CFB45BFC44A40
Jungfernstieg;;;;0101000020E6100000E1A2EE5E49FD234096C10765D0C64A40
Wandsbek Markt;;;;0101000020E610000089FB7E202F2224405AEDABBC2EC94A40
Adolf-Köster-Damm;;;;0101000020E6100000338AE596564B244007205AD020BE4A40
Hamburg-Rahlstedt;;;;0101000020E61000002F96D86B304F24401B82E3326ECD4A40
Bf. Harburg;;;;0101000020E61000004AA18735F0FA2340E41AFA8271BA4A40
Bf. Harburg;;;;0101000020E6100000D24BD6F214FB2340C936154E77BA4A40
Bf. Harburg;;;;0101000020E61000005C1BCF0C87FA2340103FFF3D78BA4A40
Bf. Harburg;;;;0101000020E61000001491065CFCFA23408FD1F01C80BA4A40
Bf. Harburg;;;;0101000020E6100000F5EED984C5FA234098056E3887BA4A40
Hamburg-Harburg;;;;0101000020E6100000F9D2252DA6FB23402F91668753BA4A40
Hamburg-Harburg;;;;0101000020E61000007EA367C416FC23408141D2A755BA4A40
Marschkamper Deich 72;;;;0101000020E6100000993BE93356992340AC94F9A298C24A40
Dallbregen;;;;0101000020E61000008FC70C54C6CB23405308E41247CF4A40
Marmstorfer Kirche;;;;0101000020E6100000885572045FEF23409EA4AFD63FB84A40
Am Licentiatenberg;;;;0101000020E61000009A4C7045BDF7234019B6C1E4A1CE4A40
Hebebrandstraße;;;;0101000020E6100000884F954AD3132440864E1949CCCD4A40
Maike-Harder-Weg;;;;0101000020E61000000A117008552E24404EDE5BEC51D54A40
S Heimfeld;;;;0101000020E61000006495D233BDEC2340FBA4C97B8BBB4A40
Bf. Harburg;;;;0101000020E61000006216DA39CDFA2340AF21DD7470BA4A40
Nincoper Straße 99;;;;0101000020E610000081BD1D3C6E9B2340A7762BF0BAC14A40
Arp-Schnitger-Stieg;;;;0101000020E610000000DB0B16989F23408C08104FC0C14A40
Osterstraße;;;;0101000020E610000017574BF03CE7234057C73BD1BFC94A40
Beckedorf, Beckedorfer Bogen;;;;0101000020E61000000A51195AF8E9234086CD001764B64A40
Wandsbeker Chaussee;S-Bahn Hamburg;HVV;;0101000020E6100000C4EE3B86C71E244017725B11EBC84A40
Rübke, Nincoper Deich (Kehre);;;;0101000020E610000026F5AFF6C18F2340266607A6E4BF4A40
Rübke, Nincoper Deich 14;;;;0101000020E6100000A335502A2B8F234053831F8B23BF4A40
Rübke, Buxtehuder Straße 6;;;;0101000020E6100000930953EF048E234012908A5AF5BE4A40
Rübke, Nincoper Deich 29-33;;;;0101000020E61000009AD4D006608F2340333A7BC26DBF4A40
Rübke, Nincoper Deich 29-33;;;;0101000020E6100000F84C9B16618F2340923C7C3E6FBF4A40
Rübke, Kurzer Weg;;;;0101000020E6100000D54A7C49BE852340AD3CDC69C6BE4A40
Hammer Kirche;;;;0101000020E6100000DD92C1F6381C2440C884F3041DC74A40
Überseequartier;;;;0101000020E6100000FEE8E5C127FF23407A18FFE329C54A40
HafenCity Universität;;;;0101000020E6100000BAE3A837FE032440E8D5A5EB2EC54A40
Lutterothstraße;;;;0101000020E61000000C8FA27323E52340845781107FCA4A40
Horner Rennbahn;;;;0101000020E61000003995B146E22A2440F715B545E3C64A40
Merkenstraße;;;;0101000020E6100000F02DF6A80940244007BAF605F4C44A40
Mümmelmannsberg;;;;0101000020E6100000715EF7B1DD4C2440D06ADCF698C34A40
Steinfurther Allee;;;;0101000020E6100000908829914447244015E97E4E41C54A40
Alter Teichweg;;;;0101000020E61000008599B67F652124402C155454FDCA4A40
A Burgwedel;;;;0101000020E610000080400C1934D12340EF7C9AEED0D24A40
Wedel, Elbstraße;;;;0101000020E6100000C237A85890692340ACD84E4AF7C84A40
Börnsen, Bahnstraße;;;;0101000020E61000005F6BA5C63A8F24409BE1ABC20BBC4A40
Börnsen, Bahnstraße;;;;0101000020E61000000CD8C4B8D18E2440CE86A17A10BC4A40
Börnsen, Dänenweg;;;;0101000020E61000006BDA20EE45932440E9ED748CD0BB4A40
Börnsen, Rudolf-Donath-Weg;;;;0101000020E610000080564F9C928E24402018F66A36BC4A40
Voßmoor, Escheburger Weg;;;;0101000020E6100000E728F686B19F2440C5CBD3B9A2B94A40
Jungfernstieg;;;;0101000020E610000049426CFAFDFC2340E2C4A1C8A4C64A40
Wandsbek-Gartenstadt;;;;0101000020E6100000F0F494E6A025244015ADDC0BCCCB4A40
Wandsbek-Gartenstadt;;;;0101000020E6100000FA69375552262440A7E4411FD1CB4A40
Hafenbahnhof Alte Süderelbe;;;;0101000020E610000017629A8EA5D023400933124658C04A40
Garstedt, Europaallee;;;;0101000020E6100000AD1BEF8E8CF923406F313F3734D74A40
A Burgwedel;;;;0101000020E61000005CE9B5D958D12340FDCFAB4BD7D24A40
Vielohwisch;;;;0101000020E61000003E433866D9DB23407D56E3B6C7D14A40
Rauhes Haus;;;;0101000020E610000061C8EA56CF212440A97BAE00F0C64A40
Bahnhof Dammtor;;;;0101000020E61000002112746A1DFB234068075C57CCC74A40
Universität/Staatsbibliothek;;;;0101000020E61000002106BAF605F8234001DF6DDE38C84A40
Oberhafenbrücke;;HVV;;0101000020E6100000ABF46E87E1022440B1E1E995B2C54A40
Deichtorhallen;;HVV;;0101000020E610000096AC2FB720042440EC5C07BDEDC54A40
Banksstraße (Großmarkt);;HVV;;0101000020E61000002E008DD2A50724404DF49E6FB0C54A40
Deichtorhallen;;HVV;;0101000020E6100000828472ECEA032440ECDA83B5D6C54A40
Banksstraße (Großmarkt);;HVV;;0101000020E61000007FB2182B20072440E16BBE00B1C54A40
Oberhafenbrücke;;HVV;;0101000020E610000049AC7B1AE60224405A32C7F2AEC54A40
Fleestedt, Hittfelder Landstraße;;;;0101000020E6100000F46272B4F4F62340309E4143FFB44A40
Veilchenweg;;;;0101000020E61000004F84C3C194EF2340540031AE5DCB4A40
Eppendorfer Weg (Ost);;;;0101000020E610000053F1DA00C7F12340B8D15B9775CA4A40
Eppendorfer Weg (Ost);;;;0101000020E6100000F9D7971183F123403AAD80E783CA4A40
Othmarschen;S-Bahn Hamburg;HVV;;0101000020E6100000683B4B3558C52340D474875E90C74A40
Lohe;;;;0101000020E610000026C56C6EF1352440D8D825AAB7DA4A40
Barmbek;DB Netz AG;HVV;;0101000020E6100000948CF73EB0162440D0BBB1A030CB4A40
Rüstweg;;;;0101000020E6100000FFD2FDF73BF723407E18C68267B54A40
Neuhöfer Straße (Ost);;;;0101000020E6100000B8088CF50DFC23408BD46AFE4EC14A40
Wragekamp;;;;0101000020E61000004C8A8F4FC836244093F8269710DB4A40
Rodigallee (Ost);;;;0101000020E610000010F2D5E99B3F24401962ABBAFDC84A40
Rodigallee (Ost);;;;0101000020E610000096CD1C925A402440EABBB61215C94A40
Rodigallee (Ost);;;;0101000020E61000007DCC07043A3F24403DFC901216C94A40
Rodigallee (Ost);;;;0101000020E6100000420C74ED0B4024407E3F90172DC94A40
Am Hohen Feld;;;;0101000020E6100000B98FDC9A743B2440B3B6291E17C94A40
Am Hohen Feld;;;;0101000020E610000082D8E3CF013B24409B745B2217C94A40
Universität der Bundeswehr;;;;0101000020E61000009199B0A2AB35244023122ADD02C94A40
Universität der Bundeswehr;;;;0101000020E610000018E87F5E5D3624407F4A3A6F08C94A40
Bahnhof Rahlstedt;;;;0101000020E61000005B39C5F4CE4E24400F886B1041CD4A40
Jahnring (Mitte);;;;0101000020E6100000707374A61A0724405AA89086AECC4A40
Bahnhof Rahlstedt;;;;0101000020E6100000123A43CC804E2440D19F916346CD4A40
Bahnhof Rahlstedt;;;;0101000020E61000006D6578A2DA4E2440237E0FA848CD4A40
Zweibrückenstraße;;;;0101000020E6100000813452A51C0E2440CFEF45C549C44A40
Zweibrückenstraße;;;;0101000020E6100000785F3A52220E24404B6716574BC44A40
Bahnhof Rahlstedt;;;;0101000020E6100000E7954627A64E244074CC1E0D4CCD4A40
Schule Am Hagen;;;;0101000020E6100000137937BB5A6F2440FB884E852ED24A40
Geesthacht, Am Schleusenkanal;;;;0101000020E61000004CF9B59A1AA524403A1966B2C9B74A40
Geesthacht, Am Schleusenkanal;;;;0101000020E61000004DFE82386AA424407EDB5DB1D0B74A40
Geesthacht, Vierlander Straße;;;;0101000020E610000092674DE262A7244094FC885FB1B74A40
Geesthacht, Vierlander Straße;;;;0101000020E610000058D350FE49A724404C789D68B2B74A40
Schule Am Hagen;;;;0101000020E6100000B2FA7EC5756F2440417AD4A93CD24A40
Neuhof;;;;0101000020E6100000E7AFEB72A5E12340360B0FF516C34A40
Mörkenstraße;HHA;HVV;;0101000020E6100000DFFA552536E42340763D2C2F54C64A40
U Schlump;;;;0101000020E6100000C154336B29F02340A3693F08B7C84A40
Haupteingang Ohlsdorf;;;;0101000020E6100000D7EBCCF396112440C897F5076FCF4A40
Haupteingang Ohlsdorf;;;;0101000020E6100000E3F5AADF9611244049F4D7D072CF4A40
S Alte Wöhr;;;;0101000020E6100000A1A8C711C6122440DBADC0EB8ECC4A40
U S Ohlsdorf;;;;0101000020E6100000C2CAFCFE28112440A3B5A2CD71CF4A40
S Friedrichsberg;;;;0101000020E6100000FC71FBE5931D244067EF31FDB7C94A40
U S Ohlsdorf;;;;0101000020E61000006AADC32C0F112440E858390F82CF4A40
Nettelnburg;S-Bahn Hamburg;HVV;;0101000020E6100000B6566AACB35C244030F488D173BE4A40
Billhorner Röhrendamm;;;;0101000020E61000001AEBD10AC20F24404D1D3FAFD3C44A40
Billhorner Röhrendamm;;;;0101000020E61000001E07B9E6E90F244092A3EF24D8C44A40
Volksparkstraße;;;;0101000020E610000091346E2013DB2340D8DC2CB9E5CB4A40
S Friedrichsberg;;;;0101000020E6100000342CEBA3F81D244003E08E26CDC94A40
Tiefstack;S-Bahn Hamburg;HVV;;0101000020E610000034C2363D83212440429369D9FFC34A40
Tiefstack;S-Bahn Hamburg;HVV;;0101000020E6100000DABBF550912124403BCAC16C02C44A40
Rothenburgsort;S-Bahn Hamburg;HVV;;0101000020E61000004F907D35AC162440941D763AEBC44A40
Stadthausbrücke;S-Bahn Hamburg;HVV;;0101000020E6100000A2D7FA7D5AF82340DB78663854C64A40
Landungsbrücken;;;;0101000020E6100000D7F5B0BC50F1234047C5A464DEC54A40
Landungsbrücken;Deutsche Bahn AG;;no;0101000020E6100000EEDA94E12EF12340BD4E3459EDC54A40
Nettelnburg;S-Bahn Hamburg;HVV;;0101000020E610000066451ED2B95C2440AC1D6A8077BE4A40
Allermöhe;S-Bahn Hamburg;HVV;;0101000020E61000001B5FC5F363512440EB663513C2BE4A40
Allermöhe;S-Bahn Hamburg;HVV;;0101000020E61000007DE47BEB68512440EF17FDB2C5BE4A40
Mittlerer Landweg;S-Bahn Hamburg;HVV;;0101000020E6100000DA48C8F610432440C7EC7607C2BF4A40
Mittlerer Landweg;S-Bahn Hamburg;HVV;;0101000020E61000009923754C27432440B461A81EC4BF4A40
Elbgaustraße;S-Bahn Hamburg;Hamburger Verkehrsverbund;;0101000020E6100000C15B7BFA63C923402AA84D4123CD4A40
Max-Brauer-Allee (Mitte);;;;0101000020E610000041CE458D53E62340875E358584C74A40
Havighorst, Krähenberg;;;;0101000020E6100000D6BF35C18156244001C5C89239C34A40
Flughafenstraße;;;;0101000020E6100000E1A936EE83062440461559C6E1D14A40
Borgfelder Straße;;;;0101000020E61000007D332031301124400AE3022BE2C64A40
Wentorfer Straße;;;;0101000020E6100000DAAB8F87BE77244057DA988D84BE4A40
Quickborn Süd;;;;0101000020E6100000D722580BA2D02340764474BE8EDC4A40
An der Sternwarte;;;;0101000020E6100000C9B260E28F7A2440B45E679EB7BD4A40
August-Bebel-Straße;;;;0101000020E6100000EE4DC23BAF7724400E49D2DAD9BD4A40
Curt-Bär-Weg;;HVV;;0101000020E6100000475D6BEF535124407819B446F3BD4A40
Curt-Bär-Weg;;HVV;;0101000020E61000007B66EEC627512440C5B0C398F4BD4A40
Herbert-Pardo-Weg;;;;0101000020E610000015B9967FE34D2440E2A1DE420DBE4A40
Herbert-Pardo-Weg;;;;0101000020E6100000415C8308824D24402E33B62110BE4A40
Hoffmann-von-Fallersleben-Straße;;HVV;;0101000020E610000026C56C6EF1752440BA5ADDA0ACBD4A40
Karl-Rüther-Stieg;;;;0101000020E6100000486BB180AE4E2440D2408754ACBE4A40
Karl-Rüther-Stieg;;;;0101000020E6100000358EA2186A4E2440BFB5B86BAEBE4A40
Margit-Zinke-Straße (Nord);;;;0101000020E6100000A72AC82A00552440D5BC3ECE8FBE4A40
Margit-Zinke-Straße (Nord);;;;0101000020E6100000D55A3DCC0355244003D9469792BE4A40
Margit-Zinke-Straße (Schule);;;;0101000020E610000057790261A75424401AC39CA04DBE4A40
Margit-Zinke-Straße (Schule);;;;0101000020E6100000C1DBCD9DAA54244049556EFD4FBE4A40
Ida-Boy-Ed-Straße;;;;0101000020E61000000B0275143176244039B29712EEBD4A40
Marie-Henning-Weg;;;;0101000020E6100000327FE085084F2440FEBF458204BE4A40
Otto-Grot-Straße;;;;0101000020E6100000F4FBFECD8B4B24401E4D9AAB8BBE4A40
Otto-Grot-Straße;;;;0101000020E6100000767286E28E4B24406A2629FA8DBE4A40
Von-Scheliha-Straße;;;;0101000020E61000002F35423F53532440A9EF46301FBE4A40
Von-Scheliha-Straße;;;;0101000020E6100000294D39155F532440F2DE07D627BE4A40
Wilhelm-Osterhold-Stieg;;;;0101000020E610000011DABCBBDF522440A8806A72E7BD4A40
Wilhelm-Osterhold-Stieg;;;;0101000020E61000006DB713DB93522440FA5EE8B6E9BD4A40
Pumpwerk Allermöhe;;;;0101000020E6100000FF829323533C2440298E4D3CB1BD4A40
